taxid	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species
747525	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion irregulare
1130832	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides
1120755	Eukaryota	NA	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium cynomolgi
29730	Eukaryota	Viridiplantae	Streptophyta	NA	Malvales	Malvaceae	Gossypium	Gossypium raimondii
237631	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago maydis
370355	Eukaryota	NA	NA	NA	NA	Entamoebidae	Entamoeba	Entamoeba invadens
3827	Eukaryota	Viridiplantae	Streptophyta	NA	Fabales	Fabaceae	Cicer	Cicer arietinum
717646	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Baudoinia	Baudoinia panamericana
665912	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sorokiniana
383855	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis
3821	Eukaryota	Viridiplantae	Streptophyta	NA	Fabales	Fabaceae	Cajanus	Cajanus cajan
130081	Eukaryota	NA	NA	Bangiophyceae	Cyanidiales	Cyanidiaceae	Galdieria	Galdieria sulphuraria
1537102	Eukaryota	NA	Apicomplexa	Aconoidasida	NA	Theileriidae	Theileria	Theileria equi
670483	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	Gloeophyllum trabeum
3760	Eukaryota	Viridiplantae	Streptophyta	NA	Rosales	Rosaceae	Prunus	Prunus persica
102107	Eukaryota	Viridiplantae	Streptophyta	NA	Rosales	Rosaceae	Prunus	Prunus mume
1071383	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania naganishii
1069680	Eukaryota	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis	Pneumocystis murina
1230383	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia sympodialis
2769	Eukaryota	NA	NA	Florideophyceae	Gigartinales	Gigartinaceae	Chondrus	Chondrus crispus
665024	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis
671987	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum turcicum
1220924	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora europaea
1279043	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora carrionii
4432	Eukaryota	Viridiplantae	Streptophyta	NA	Proteales	Nelumbonaceae	Nelumbo	Nelumbo nucifera
280463	Eukaryota	NA	NA	Haptophyceae	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
81985	Eukaryota	Viridiplantae	Streptophyta	NA	Brassicales	Brassicaceae	Capsella	Capsella rubella
691883	Eukaryota	NA	NA	NA	Fonticulida	Fonticulaceae	Fonticula	Fonticula alba
4098	Eukaryota	Viridiplantae	Streptophyta	NA	Solanales	Solanaceae	Nicotiana	Nicotiana tomentosiformis
1286976	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum
4096	Eukaryota	Viridiplantae	Streptophyta	NA	Solanales	Solanaceae	Nicotiana	Nicotiana sylvestris
1299270	Eukaryota	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
1305764	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma hubeiensis
1116229	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis
42345	Eukaryota	Viridiplantae	Streptophyta	Liliopsida	Arecales	Arecaceae	Phoenix	Phoenix dactylifera
981085	Eukaryota	Viridiplantae	Streptophyta	NA	Rosales	Moraceae	Morus	Morus notabilis
1277687	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Anthracocystis	Anthracocystis flocculosa
747089	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
51953	Eukaryota	Viridiplantae	Streptophyta	Liliopsida	Arecales	Arecaceae	Elaeis	Elaeis guineensis
28532	Eukaryota	Viridiplantae	Streptophyta	NA	Brassicales	Cleomaceae	Tarenaya	Tarenaya hassleriana
1263415	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	Endocarpon pusillum
13333	Eukaryota	Viridiplantae	Streptophyta	NA	Amborellales	Amborellaceae	Amborella	Amborella trichopoda
72664	Eukaryota	Viridiplantae	Streptophyta	NA	Brassicales	Brassicaceae	Eutrema	Eutrema salsugineum
85681	Eukaryota	Viridiplantae	Streptophyta	NA	Sapindales	Rutaceae	Citrus	Citrus clementina
75702	Eukaryota	Viridiplantae	Streptophyta	NA	Malpighiales	Salicaceae	Populus	Populus euphratica
1365824	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Kalmanozyma	Kalmanozyma brasiliensis
51315	Eukaryota	NA	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria necatrix
5801	Eukaryota	NA	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria acervulina
5802	Eukaryota	NA	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria tenella
5804	Eukaryota	NA	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria maxima
44415	Eukaryota	NA	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria mitis
3885	Eukaryota	Viridiplantae	Streptophyta	NA	Fabales	Fabaceae	Phaseolus	Phaseolus vulgaris
4155	Eukaryota	Viridiplantae	Streptophyta	NA	Lamiales	Phrymaceae	Erythranthe	Erythranthe guttata
1296122	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella mangrovensis
3555	Eukaryota	Viridiplantae	Streptophyta	NA	Caryophyllales	Chenopodiaceae	Beta	Beta vulgaris
1296121	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella dejecticola
1296100	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella bestiolae
1296096	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella pini
4182	Eukaryota	Viridiplantae	Streptophyta	NA	Lamiales	Pedaliaceae	Sesamum	Sesamum indicum
1229662	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis fici
112090	Eukaryota	NA	NA	Oomycetes	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci
157072	Eukaryota	NA	NA	Oomycetes	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces invadans
930089	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris zeicola
930090	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris oryzae
1237626	Eukaryota	NA	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium inui
930091	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris victoriae
1382522	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Kuraishia	Kuraishia capsulata
1182544	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora yegresii
1182543	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora psammophila
1182542	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia epimyces
1182541	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia coronata
145388	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	Monoraphidium neglectum
29729	Eukaryota	Viridiplantae	Streptophyta	NA	Malvales	Malvaceae	Gossypium	Gossypium arboreum
71139	Eukaryota	Viridiplantae	Streptophyta	NA	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus grandis
90675	Eukaryota	Viridiplantae	Streptophyta	NA	Brassicales	Brassicaceae	Camelina	Camelina sativa
3708	Eukaryota	Viridiplantae	Streptophyta	NA	Brassicales	Brassicaceae	Brassica	Brassica napus
71804	Eukaryota	NA	NA	NA	Kinetoplastida	Trypanosomatidae	Trypanosoma	Trypanosoma grayi
1133968	Eukaryota	NA	Apicomplexa	Aconoidasida	NA	Babesiidae	Babesia	Babesia microti
109376	Eukaryota	Viridiplantae	Streptophyta	NA	Brassicales	Brassicaceae	Brassica	Brassica oleracea
180498	Eukaryota	Viridiplantae	Streptophyta	NA	Malpighiales	Euphorbiaceae	Jatropha	Jatropha curcas
764103	Eukaryota	Fungi	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia	Mixia osmundae
54757	Eukaryota	NA	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vinckei
1182545	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala aquamarina
4072	Eukaryota	Viridiplantae	Streptophyta	NA	Solanales	Solanaceae	Capsicum	Capsicum annuum
1037660	Eukaryota	Fungi	Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Tilletiaria	Tilletiaria anomala
4097	Eukaryota	Viridiplantae	Streptophyta	NA	Solanales	Solanaceae	Nicotiana	Nicotiana tabacum
1043005	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium subglaciale
1043004	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium namibiae
563466	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium apiospermum
3075	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Auxenochlorella	Auxenochlorella protothecoides
869250	Eukaryota	NA	Apicomplexa	Aconoidasida	NA	Theileriidae	Theileria	Theileria orientalis
3916	Eukaryota	Viridiplantae	Streptophyta	NA	Fabales	Fabaceae	Vigna	Vigna radiata
944170	Eukaryota	NA	NA	NA	NA	NA	Blastocystis	Blastocystis sp. subtype 4
84753	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces antarcticus
5679	Eukaryota	NA	NA	NA	Kinetoplastida	Trypanosomatidae	Leishmania	Leishmania panamensis
1485682	Eukaryota	Fungi	Microsporidia	NA	NA	NA	Mitosporidium	Mitosporidium daphniae
27334	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum
1410327	Eukaryota	NA	NA	NA	Acytosteliales	Acytosteliaceae	Acytostelium	Acytostelium subglobosum
3726	Eukaryota	Viridiplantae	Streptophyta	NA	Brassicales	Brassicaceae	Raphanus	Raphanus sativus
1354746	Eukaryota	Fungi	Microsporidia	NA	NA	Ordosporidae	Ordospora	Ordospora colligata
1276141	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium brunneum
130454	Eukaryota	Viridiplantae	Streptophyta	NA	Fabales	Fabaceae	Arachis	Arachis ipaensis
130453	Eukaryota	Viridiplantae	Streptophyta	NA	Fabales	Fabaceae	Arachis	Arachis duranensis
326968	Eukaryota	Viridiplantae	Streptophyta	NA	Rosales	Rhamnaceae	Ziziphus	Ziziphus jujuba
1442368	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea pedrosoi
1442370	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora bantiana
569365	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora immunda
348802	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala xenobiotica
215243	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala oligosperma
1442369	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella mackenziei
91928	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala spinifera
212818	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala mesophila
253628	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava
1442371	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea multimorphosa
1245769	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea lanzarotensis
5857	Eukaryota	NA	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium fragile
1397361	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix schenckii
1408163	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia	Rasamsonia emersonii
5866	Eukaryota	NA	Apicomplexa	Aconoidasida	NA	Babesiidae	Babesia	Babesia bigemina
3635	Eukaryota	Viridiplantae	Streptophyta	NA	Malvales	Malvaceae	Gossypium	Gossypium hirsutum
40302	Eukaryota	Fungi	Microsporidia	NA	NA	Nosematidae	Nosema	Nosema ceranae
879819	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon oleaginosum
667725	Eukaryota	NA	NA	Ichthyosporea	Ichthyophonida	NA	Sphaeroforma	Sphaeroforma arctica
498019	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	[Candida] auris
3914	Eukaryota	Viridiplantae	Streptophyta	NA	Fabales	Fabaceae	Vigna	Vigna angularis
1509407	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nomius
78828	Eukaryota	Viridiplantae	Streptophyta	Liliopsida	Asparagales	Orchidaceae	Phalaenopsis	Phalaenopsis equestris
77020	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia pachydermatis
157538	Eukaryota	NA	NA	NA	Kinetoplastida	Trypanosomatidae	Leptomonas	Leptomonas pyrrhocoris
1080349	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces eubayanus
1664694	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora attae
578459	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula graminis
28526	Eukaryota	Viridiplantae	Streptophyta	NA	Solanales	Solanaceae	Solanum	Solanum pennellii
51240	Eukaryota	Viridiplantae	Streptophyta	NA	Fagales	Juglandaceae	Juglans	Juglans regia
1003335	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces marxianus
39947	Eukaryota	Viridiplantae	Streptophyta	Liliopsida	Poales	Poaceae	Oryza	Oryza sativa
58627	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces fabryi
1408657	Eukaryota	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis	Pneumocystis jirovecii
1408658	Eukaryota	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis	Pneumocystis carinii
398673	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma gamsii
149040	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	Phialocephala	Phialocephala scopiformis
59895	Eukaryota	Viridiplantae	Streptophyta	NA	Asterales	Asteraceae	Cynara	Cynara cardunculus
4615	Eukaryota	Viridiplantae	Streptophyta	Liliopsida	Poales	Bromeliaceae	Ananas	Ananas comosus
45286	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium sinecaudum
5854	Eukaryota	NA	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium reichenowi
647221	Eukaryota	NA	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium gaboni
906689	Eukaryota	Viridiplantae	Streptophyta	Liliopsida	Asparagales	Orchidaceae	Dendrobium	Dendrobium catenatum
1328760	Eukaryota	Fungi	Ascomycota	Xylonomycetes	Xylonales	Xylonaceae	Xylona	Xylona heveae
79200	Eukaryota	Viridiplantae	Streptophyta	NA	Apiales	Apiaceae	Daucus	Daucus carota
1081104	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps fumosorosea
763407	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces blakesleeanus
796027	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Sugiyamaella	Sugiyamaella lignohabitans
655981	Eukaryota	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus destructans
1460663	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria sporulosa
5599	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
254056	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea monophora
856822	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea nubica
1367422	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea erecta
1380566	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia chlamydosporia
33203	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium lilacinum
3981	Eukaryota	Viridiplantae	Streptophyta	NA	Malpighiales	Euphorbiaceae	Hevea	Hevea brasiliensis
3983	Eukaryota	Viridiplantae	Streptophyta	NA	Malpighiales	Euphorbiaceae	Manihot	Manihot esculenta
763406	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
683960	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces anomalus
698492	Eukaryota	Fungi	Ascomycota	NA	NA	NA	Saitoella	Saitoella complicata
984486	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Babjeviella	Babjeviella inositovora
1344418	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Ascoideaceae	Ascoidea	Ascoidea rubescens
984485	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Hyphopichia	Hyphopichia burtonii
983966	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera jadinii
984487	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Suhomyces	Suhomyces tanzawaensis
342668	Eukaryota	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus verrucosus
869754	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia bicuspidata
460523	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea polymorpha
759273	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum
208452	Eukaryota	NA	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium coatneyi
63459	Eukaryota	Viridiplantae	Streptophyta	NA	Caryophyllales	Chenopodiaceae	Chenopodium	Chenopodium quinoa
1295528	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Tsuchiyaea	Tsuchiyaea wingfieldii
1295533	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus amylolentus
1835702	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium arizonense
109264	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus bombycis
1209926	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orchidophilum
3871	Eukaryota	Viridiplantae	Streptophyta	NA	Fabales	Fabaceae	Lupinus	Lupinus angustifolius
4686	Eukaryota	Viridiplantae	Streptophyta	Liliopsida	Asparagales	Asparagaceae	Asparagus	Asparagus officinalis
49451	Eukaryota	Viridiplantae	Streptophyta	NA	Solanales	Solanaceae	Nicotiana	Nicotiana attenuata
35883	Eukaryota	Viridiplantae	Streptophyta	NA	Solanales	Convolvulaceae	Ipomoea	Ipomoea nil
236234	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Diplodia corticola
1073090	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicilliopsis	Penicilliopsis zonata
1160497	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus glaucus
690307	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus
1441469	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces atroroseus
169297	Eukaryota	Viridiplantae	Streptophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops tauschii
4909	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kudriavzevii
3673	Eukaryota	Viridiplantae	Streptophyta	NA	Cucurbitales	Cucurbitaceae	Momordica	Momordica charantia
3562	Eukaryota	Viridiplantae	Streptophyta	NA	Caryophyllales	Chenopodiaceae	Spinacia	Spinacia oleracea
4999	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	Kockovaella imperatae
64571	Eukaryota	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale
670580	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia	Postia placenta
4232	Eukaryota	Viridiplantae	Streptophyta	NA	Asterales	Asteraceae	Helianthus	Helianthus annuus
108875	Eukaryota	Viridiplantae	Streptophyta	NA	Malvales	Malvaceae	Herrania	Herrania umbratica
42229	Eukaryota	Viridiplantae	Streptophyta	NA	Rosales	Rosaceae	Prunus	Prunus avium
206008	Eukaryota	Viridiplantae	Streptophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum hallii
41875	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
41047	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus thermomutatus
45607	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Wickerhamiella	Wickerhamiella sorbophila
66656	Eukaryota	Viridiplantae	Streptophyta	NA	Malvales	Malvaceae	Durio	Durio zibethinus
1340429	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus
3661	Eukaryota	Viridiplantae	Streptophyta	NA	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita maxima
3662	Eukaryota	Viridiplantae	Streptophyta	NA	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita moschata
122368	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	Cercospora beticola
158386	Eukaryota	Viridiplantae	Streptophyta	NA	Lamiales	Oleaceae	Olea	Olea europaea
3664	Eukaryota	Viridiplantae	Streptophyta	NA	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo
41067	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus candidus
1392255	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus novofumigatus
1392248	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus campestris
1392250	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus steynii
1095630	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Meliniomyces	Meliniomyces bicolor
4236	Eukaryota	Viridiplantae	Streptophyta	NA	Asterales	Asteraceae	Lactuca	Lactuca sativa
58331	Eukaryota	Viridiplantae	Streptophyta	NA	Fagales	Fagaceae	Quercus	Quercus suber
