assembly	Superkingdom	Phylum	Class	Order	Family	Genus	Species
Macph1	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
Botdo1_1	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	Botryosphaeria dothidea
Oidma1	Eukaryota	Ascomycota	Leotiomycetes	Leotiomycetes_X	Myxotrichaceae	Oidiodendron	Oidiodendron maius
Marbr1	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Marssonina	Marssonina brunnea
Cadsp1	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiales_X	Cadophora	Cadophora sp. DSE1049
Blugr2	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis
Erynec1	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe necator
Phisc1	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiales_X	Phialocephala	Phialocephala scopiformis
Amore1	Eukaryota	Ascomycota	Leotiomycetes	Leotiomycetes_X	Myxotrichaceae	Amorphotheca	Amorphotheca resinae
Ascsa1	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Ascocoryne	Ascocoryne sarcoides
Melbi2	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Meliniomyces	Meliniomyces bicolor
Melva1	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Meliniomyces	Meliniomyces variabilis
Glalo1	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis
Botci1	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea
Sclsc1	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia sclerotiorum
Neoirr1	Eukaryota	Ascomycota	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	Neolecta irregularis
Malgl1	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia globosa
Malsy1_1	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia sympodialis
Acain1	Eukaryota	Basidiomycota	Exobasidiomycetes	Exobasidiales	Cryptobasidiaceae	Acaromyces	Acaromyces ingoldii
Spore1	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium reilianum
Rhodsp1	Eukaryota	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_X	Pseudomicrostroma	Pseudomicrostroma glucosiphilum
Meimi1	Eukaryota	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira	Meira miltonrushii
Fomme1	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporia	Fomitiporia mediterranea
Botbo1	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium botryosum
Gymlu1	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus luxurians
Armosto1	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria ostoyae
Armcep1	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria cepistipes
PleosPC15_2	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus ostreatus
Lacam2	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Laccaria	Laccaria amethystina
Psiser1	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe serbica
Galma1	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina marginata
Psicub1_1	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe cubensis
Hebcy2	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Hebeloma	Hebeloma cylindrosporum
Agabi_varbisH97_2	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bisporus
Agabi_varbur_1	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bisporus
Plicr1	Eukaryota	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Plicaturopsis	Plicaturopsis crispa
Hetan2	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion annosum
Stehi1	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
Punst1	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	Punctularia	Punctularia strigosozonata
Jaaar1	Eukaryota	Basidiomycota	Agaricomycetes	Jaapiales	Jaapiaceae	Jaapia	Jaapia argillacea
Glotr1_1	Eukaryota	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	Gloeophyllum trabeum
Pycci1	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes cinnabarina
Gansp1	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma sp. 10597 SS1
Dicsq1	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dichomitus	Dichomitus squalens
Trave1	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor
Phaca1	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete carnosa
Tulca1	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella calospora
Bjead1_1	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta
Phlgi1	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	Phlebiopsis gigantea
Phlrad1	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia radiata
Phlbr1	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia brevispora
Aurde3_1	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia subglabra
Wolco1	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Wolfiporia	Wolfiporia cocos
Pisti1	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus tinctorius
Paxin1	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus involutus
Suilu4	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus luteus
SerlaS7_9_2	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula lacrymans
SerlaS7_3_2	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula lacrymans
Conpu1	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora puteana
Dacsp1	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax	Dacryopinax primogenitus
Treen1	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae	Naematelia	Naematelia_X
Treme1	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella mesenterica
Kocim1	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	Kockovaella imperatae
Trias2479	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon asahii
Trias8904	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon asahii
Cryne_JEC21_1	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
Puctr1	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia triticina
Pucst1	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis
Mixos1	Eukaryota	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia	Mixia osmundae
Leucr1	Eukaryota	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium creatinivorum
